기준년월,지자체,방문자 구분,방문자수
202301,대구광역시,외부방문자(b+c),5422871.0
202301,인천광역시,외지인방문자(b),8316069.0
202301,인천광역시,외국인방문자(c),280239.0
202301,인천광역시,외부방문자(b+c),8596308.0
202301,광주광역시,외지인방문자(b),3204979.0
202301,광주광역시,외국인방문자(c),40245.0
202301,광주광역시,외부방문자(b+c),3245224.0
202301,대전광역시,외지인방문자(b),3729306.0
202301,대전광역시,외국인방문자(c),31569.0
202301,대전광역시,외부방문자(b+c),3760876.0
202301,울산광역시,외지인방문자(b),2599076.0
202301,울산광역시,외국인방문자(c),59774.0
202301,울산광역시,외부방문자(b+c),2658850.0
202301,세종특별자치시,외지인방문자(b),1585362.0
202301,세종특별자치시,외국인방문자(c),11017.0
202301,세종특별자치시,외부방문자(b+c),1596378.0
202301,경기도,외지인방문자(b),2.5402483E7
202301,경기도,외국인방문자(c),605904.0
202301,경기도,외부방문자(b+c),2.6008387E7
202301,강원도,외지인방문자(b),1.1535134E7
202301,강원도,외국인방문자(c),84930.0
202301,강원도,외부방문자(b+c),1.1620064E7
202301,충청북도,외지인방문자(b),5832460.0
202301,충청북도,외국인방문자(c),75369.0
202301,충청북도,외부방문자(b+c),5907829.0
202301,충청남도,외지인방문자(b),9466981.0
202301,충청남도,외국인방문자(c),116616.0
202301,충청남도,외부방문자(b+c),9583597.0
202301,전라북도,외지인방문자(b),6063944.0
202301,전라북도,외국인방문자(c),65245.0
202301,전라북도,외부방문자(b+c),6129189.0
202301,전라남도,외지인방문자(b),8448627.0
202301,전라남도,외국인방문자(c),125293.0
202301,전라남도,외부방문자(b+c),8573920.0
202301,경상북도,외지인방문자(b),1.1925939E7
202301,경상북도,외국인방문자(c),114299.0
202301,경상북도,외부방문자(b+c),1.2040238E7
202301,경상남도,외지인방문자(b),9546333.0
202301,경상남도,외국인방문자(c),170599.0
202301,경상남도,외부방문자(b+c),9716933.0
202301,제주특별자치도,외지인방문자(b),4231529.0
202301,제주특별자치도,외국인방문자(c),74278.0
202301,제주특별자치도,외부방문자(b+c),4305807.0
202302,서울특별시,외지인방문자(b),2.1888282E7
202302,서울특별시,외국인방문자(c),851200.0
202302,서울특별시,외부방문자(b+c),2.2739482E7
202302,부산광역시,외지인방문자(b),6843043.0
202302,부산광역시,외국인방문자(c),182945.0
202302,부산광역시,외부방문자(b+c),7025988.0
202302,대구광역시,외지인방문자(b),4017444.0
202302,대구광역시,외국인방문자(c),58970.0
202302,대구광역시,외부방문자(b+c),4076415.0
202302,인천광역시,외지인방문자(b),6699836.0
202302,인천광역시,외국인방문자(c),302615.0
202302,인천광역시,외부방문자(b+c),7002451.0
202302,광주광역시,외지인방문자(b),2328450.0
202302,광주광역시,외국인방문자(c),42913.0
202302,광주광역시,외부방문자(b+c),2371363.0
202302,대전광역시,외지인방문자(b),3217284.0
202302,대전광역시,외국인방문자(c),37590.0
202302,대전광역시,외부방문자(b+c),3254874.0
202302,울산광역시,외지인방문자(b),1951511.0
202302,울산광역시,외국인방문자(c),67418.0
202302,울산광역시,외부방문자(b+c),2018930.0
202302,세종특별자치시,외지인방문자(b),1372372.0
202302,세종특별자치시,외국인방문자(c),13034.0
202302,세종특별자치시,외부방문자(b+c),1385406.0
202302,경기도,외지인방문자(b),2.1464441E7
202302,경기도,외국인방문자(c),694331.0
202302,경기도,외부방문자(b+c),2.2158772E7
202302,강원도,외지인방문자(b),9504295.0
202302,강원도,외국인방문자(c),80252.0
202302,강원도,외부방문자(b+c),9584548.0
202302,충청북도,외지인방문자(b),4657607.0
202302,충청북도,외국인방문자(c),88298.0
202302,충청북도,외부방문자(b+c),4745905.0
202302,충청남도,외지인방문자(b),7553627.0
202302,충청남도,외국인방문자(c),131183.0
202302,충청남도,외부방문자(b+c),7684810.0
202302,전라북도,외지인방문자(b),4182738.0
202302,전라북도,외국인방문자(c),73680.0
202302,전라북도,외부방문자(b+c),4256418.0
202302,전라남도,외지인방문자(b),5669592.0
202302,전라남도,외국인방문자(c),135439.0
202302,전라남도,외부방문자(b+c),5805031.0
202302,경상북도,외지인방문자(b),8720513.0
202302,경상북도,외국인방문자(c),133161.0
202302,경상북도,외부방문자(b+c),8853674.0
202302,경상남도,외지인방문자(b),6803451.0
202302,경상남도,외국인방문자(c),180039.0
202302,경상남도,외부방문자(b+c),6983490.0
202302,제주특별자치도,외지인방문자(b),4190461.0
202302,제주특별자치도,외국인방문자(c),81747.0
202302,제주특별자치도,외부방문자(b+c),4272208.0
202303,서울특별시,외지인방문자(b),2.1478365E7
202303,서울특별시,외국인방문자(c),1579061.0
202303,서울특별시,외부방문자(b+c),2.3057425E7
202303,부산광역시,외지인방문자(b),6008705.0
202303,부산광역시,외국인방문자(c),341929.0
202303,부산광역시,외부방문자(b+c),6350633.0
202303,대구광역시,외지인방문자(b),4041327.0
202303,대구광역시,외국인방문자(c),124168.0
202303,대구광역시,외부방문자(b+c),4165495.0
202303,인천광역시,외지인방문자(b),7396005.0
202303,인천광역시,외국인방문자(c),507675.0
202303,인천광역시,외부방문자(b+c),7903681.0
202303,광주광역시,외지인방문자(b),2428212.0
202303,광주광역시,외국인방문자(c),94312.0
202303,광주광역시,외부방문자(b+c),2522524.0
202303,대전광역시,외지인방문자(b),3139294.0
202303,대전광역시,외국인방문자(c),65742.0
202303,대전광역시,외부방문자(b+c),3205036.0
202303,울산광역시,외지인방문자(b),2116226.0
202303,울산광역시,외국인방문자(c),104787.0
202303,울산광역시,외부방문자(b+c),2221013.0
202303,세종특별자치시,외지인방문자(b),1499748.0
202303,세종특별자치시,외국인방문자(c),20020.0
202303,세종특별자치시,외부방문자(b+c),1519768.0
202303,경기도,외지인방문자(b),2.2846963E7
202303,경기도,외국인방문자(c),1100771.0
202303,경기도,외부방문자(b+c),2.3947734E7
202303,강원도,외지인방문자(b),7112755.0
