,fid,id,left,top,right,bottom,관광여가오락수,교육수,부동산수,생활서비스수,소매수,숙박수,스포츠수,음식수,총건물수,승차총승객수,하차총승객수,대지면적,단독건물수,건물면적,공동건축물수,60대총인구수,50대총인구수,40대총인구수,30대총인구수,20대총인구수,총인구대비남성비율,총인구대비여성비율,생산가능인구남성비율,생산가능인구여성비율,인구당전기차수,병원수,어린이집수,학교수,주차장주차면수,전기차충전기수,급속충전기수,완속충전기수,전기차충전기유무,급속충전기유무,완속충전기유무,RandomForestClassifier의 P(y=1)_x,XGBClassifier의 P(y=1),LGBMClassifier의 P(y=1),CatBoostClassifier의 P(y=1),RandomForestClassifier의 P(y=1)_y,평균 P(y=1)의 확률,rf_prediction,actual,confusion,label
2,4,789,206153.585523172,449318.165377999,206253.585523172,449218.165377999,1,0,1,4,0,0,0,20,47,0.0,0.0,169.52,25,91.44,3,24,34,31,71,119,0.487654320987654,0.512345679012346,0.503731343283582,0.496268656716418,5.65292682,0,0,0,40.0,0,0,0,0,0,0,0.179086529279544,0.24137396,0.3348801929501156,0.0004847988466634,0.23,0.1971650954559567,1,0,FP,4사분면
3,6,787,206153.585523172,449518.165377999,206253.585523172,449418.165377999,1,0,2,4,5,0,0,5,46,0.0,0.0,187.36,37,88.0,6,31,40,42,108,223,0.49,0.51,0.5,0.5,8.7236525,1,0,0,181.0,0,0,0,0,0,0,0.1448631535947712,0.026138965,0.0002003926846386,0.0002925950142031,0.13,0.0602990212668116,1,0,FP,3사분면
4,7,784,206153.585523172,449818.165377999,206253.585523172,449718.165377999,5,1,1,8,7,1,2,20,30,0.0,0.0,262.76,11,134.86,4,22,26,39,173,347,0.346581875993641,0.653418124006359,0.342148760330579,0.657851239669421,10.974354845,0,0,0,44.0,0,0,0,0,0,0,0.1622437682586451,0.013400235,3.7483543244429706e-05,3.2828253581410406e-11,0.13,0.0611362974096114,1,0,FP,2사분면
5,9,798,206153.585523172,448418.165377999,206253.585523172,448318.165377999,0,8,1,3,1,0,0,5,9,0.0,0.0,368.24,0,367.53,2,109,147,101,94,90,0.488340192043896,0.511659807956104,0.485074626865672,0.514925373134328,12.719085345,1,1,0,7.0,0,0,0,0,0,0,0.3166185224089636,0.16291101,0.0089080585799123,0.005018920356546,0.34,0.1666913028228334,1,0,FP,1사분면
6,11,796,206153.585523172,448618.165377999,206253.585523172,448518.165377999,1,7,7,8,5,0,2,21,12,0.0,0.0,1242.15,1,156.34,8,62,57,70,49,46,0.46578947368421,0.534210526315789,0.449814126394052,0.550185873605948,6.6299759,1,0,0,0.0,0,0,0,0,0,0,0.3643459609222476,0.4778592,0.804560935666161,1.777936398461683e-06,0.43,0.4153535747143791,1,0,FP,4사분면
7,12,797,206153.585523172,448518.165377999,206253.585523172,448418.165377999,1,5,2,5,3,0,1,3,12,0.0,0.0,1441.67,0,283.19,9,153,165,180,165,101,0.47951582867784,0.52048417132216,0.467123287671233,0.532876712328767,18.73840557,0,0,0,0.0,0,0,0,0,0,0,0.3063244047619047,0.068806365,0.0023682601585185,2.031370693921481e-05,0.39,0.1535038687519388,1,0,FP,1사분면
12,50,2756,209553.585523172,449818.165377999,209653.585523172,449718.165377999,1,2,1,6,4,0,1,5,3,0.0,0.0,231.5,1,420.55,1,106,105,56,62,90,0.47985347985348,0.52014652014652,0.466836734693877,0.533163265306122,9.52622853,0,0,0,0.0,0,0,0,0,0,0,0.2825210724533716,0.065832704,0.0023346305090939,7.864452741256355e-06,0.25,0.1201392543441711,1,0,FP,4사분면
13,51,2757,209553.585523172,449718.165377999,209653.585523172,449618.165377999,1,0,0,0,2,0,0,0,2,0.0,0.0,1546.0,0,493.45,2,71,53,36,60,40,0.478915662650602,0.521084337349398,0.476793248945148,0.523206751054852,5.79250526,0,0,0,52.0,0,0,0,0,0,0,0.347093223254214,0.3751608,0.0004800139755812,0.0308324452478055,0.32,0.2147132991618409,1,0,FP,4사분면
14,52,2754,209553.585523172,450018.165377999,209653.585523172,449918.165377999,0,3,0,4,5,0,0,1,6,0.0,0.0,2038.33,1,591.72,2,36,45,76,94,41,0.432569974554707,0.567430025445293,0.424137931034483,0.575862068965517,6.856790865,2,0,0,0.0,0,0,0,0,0,0,0.2962316176470588,0.13473673,0.0095361079732802,0.0010853757524571,0.31,0.1503179666042483,1,0,FP,4사분면
16,57,726,206053.585523172,449818.165377999,206153.585523172,449718.165377999,0,3,1,3,4,4,1,8,45,0.0,0.0,189.61,17,100.3,12,35,49,66,150,386,0.5,0.5,0.502222222222222,0.497777777777778,12.98079492,0,0,0,0.0,0,0,0,0,0,0,0.266402912174971,0.14358431,0.0022060761494579,0.0044704547587297,0.34,0.1513327508183224,1,0,FP,1사분면
17,59,727,206053.585523172,449718.165377999,206153.585523172,449618.165377999,0,1,0,0,5,0,0,1,44,0.0,0.0,179.93,15,107.02,14,36,43,51,226,432,0.474514563106796,0.525485436893204,0.466321243523316,0.533678756476684,14.37657932,0,2,0,0.0,0,0,0,0,0,0,0.1730085416519549,0.0095954845,0.0001280389113462,4.684665693209515e-10,0.2,0.0765464131009157,1,0,FP,2사분면
18,63,725,206053.585523172,449918.165377999,206153.585523172,449818.165377999,0,2,3,5,10,1,2,8,10,185.887096774194,142.064516129032,743.8,0,282.04,1,54,76,80,120,182,0.419249592169657,0.580750407830343,0.400394477317554,0.599605522682446,10.695197965,5,0,0,0.0,0,0,0,0,0,0,0.2515756302521008,0.03470705,0.0002680231238188,1.9202299001756744e-05,0.25,0.1073139812890885,1,0,FP,1사분면
22,76,728,206053.585523172,449618.165377999,206153.585523172,449518.165377999,0,0,0,6,2,0,0,11,43,0.0,0.0,185.04,32,103.47,8,59,56,44,134,198,0.493670886075949,0.506329113924051,0.493589743589744,0.506410256410256,9.648359665,0,0,0,24.0,0,0,0,0,0,0,0.2522208273553324,0.30106184,0.2240005186633898,0.0316688136478967,0.23,0.2077903997063798,1,0,FP,4사분면
23,77,729,206053.585523172,449518.165377999,206153.585523172,449418.165377999,1,5,5,32,20,0,1,28,42,0.0,0.0,173.49,31,96.56,4,34,31,48,98,140,0.523929471032746,0.476070528967254,0.526315789473684,0.473684210526316,6.926580085,0,2,0,6.0,0,0,0,0,0,0,0.2348685781130634,0.022910267,9.334149972276526e-05,2.143375904405726e-09,0.19,0.0895744377741602,1,0,FP,3사분면
25,81,741,206053.585523172,448318.165377999,206153.585523172,448218.165377999,0,5,0,0,2,0,2,2,7,0.0,0.0,311.83,0,293.65,3,61,81,60,53,55,0.436754176610978,0.563245823389021,0.43,0.57,7.310420795,0,0,0,0.0,0,0,0,0,0,0,0.2417810134412009,0.028881637,0.0002038100179532,4.244385229380623e-06,0.18,0.0901741410447821,1,0,FP,3사분면
35,127,671,205953.585523172,449518.165377999,206053.585523172,449418.165377999,0,3,0,5,2,0,0,1,59,0.0,0.0,135.85,48,77.65,6,51,43,54,134,207,0.483636363636364,0.516363636363636,0.490445859872612,0.509554140127389,9.59601775,0,1,0,0.0,0,0,0,0,0,0,0.1755069736227824,0.017541545,0.0014308378633597,9.71624161287797e-06,0.23,0.0848978144479338,1,0,FP,4사분면
36,135,667,205953.585523172,449918.165377999,206053.585523172,449818.165377999,2,1,0,1,3,0,0,4,10,0.0,0.0,850.91,0,415.73,1,17,50,76,207,347,0.343406593406593,0.656593406593407,0.337192474674385,0.662807525325615,12.70163804,0,0,0,12.0,0,0,0,0,0,0,0.2527492727860376,0.054514594,0.0083563879968569,4.1732257422657554e-06,0.21,0.1051248856769448,1,0,FP,2사분면
39,140,676,205953.585523172,449018.165377999,206053.585523172,448918.165377999,4,1,1,19,12,0,1,35,54,0.0,0.0,159.34,35,82.21,3,39,28,38,56,97,0.467532467532468,0.532467532467533,0.481781376518219,0.518218623481781,5.37376994,13,0,0,148.0,0,0,0,0,0,0,0.2061958874458875,0.013554038,0.0001241416940172,5.6492813205343767e-11,0.16,0.0759748133489998,1,0,FP,3사분면
41,144,672,205953.585523172,449418.165377999,206053.585523172,449318.165377999,0,0,1,7,3,0,0,0,47,0.0,0.0,181.33,45,86.27,1,61,67,54,121,137,0.463035019455253,0.536964980544747,0.470167064439141,0.529832935560859,8.96791477,0,0,0,78.0,0,0,0,0,0,0,0.1454486766297428,0.075171344,7.042548886150713e-05,4.097008503291314e-07,0.15,0.0741381711603348,1,0,FP,3사분면
42,145,673,205953.585523172,449318.165377999,206053.585523172,449218.165377999,0,1,4,6,4,0,0,11,61,0.0,0.0,137.87,55,76.8,3,48,47,59,140,217,0.494037478705281,0.505962521294719,0.49290060851927,0.50709939148073,10.241568035,0,0,0,0.0,0,0,0,0,0,0,0.2250149450023911,0.038844783,0.0083274888614392,3.2285493292510222e-06,0.23,0.1004380890544493,1,0,FP,1사분면
43,149,685,205953.585523172,448118.165377999,206053.585523172,448018.165377999,0,1,2,5,1,0,0,2,2,0.0,0.0,7267.9,0,1166.57,2,115,130,138,119,87,0.482444733420026,0.517555266579974,0.471223021582734,0.528776978417266,13.416977545,0,0,0,6.0,0,0,0,0,0,0,0.3213497899159664,0.1557232,0.0030424602005973,0.015381084362837,0.35,0.1690993067455429,1,0,FP,1사분면
51,192,614,205853.585523172,449418.165377999,205953.585523172,449318.165377999,1,0,0,7,6,0,0,9,55,0.0,0.0,139.72,50,77.13,2,54,42,52,125,182,0.474806201550388,0.525193798449612,0.488372093023256,0.511627906976744,9.00280938,0,0,0,56.0,0,0,0,0,0,0,0.1665813200280112,0.049855832,0.0478567866318422,4.916956077991952e-06,0.27,0.1068597711252878,1,0,FP,4사분면
52,200,611,205853.585523172,449718.165377999,205953.585523172,449618.165377999,1,0,0,0,5,0,0,19,32,6.93548387096774,109.451612903226,223.59,19,113.94,5,40,54,49,100,112,0.582089552238806,0.417910447761194,0.591304347826087,0.408695652173913,7.01381661,0,0,0,0.0,0,0,0,0,0,0,0.269617269984917,0.11305363,0.5627880053449059,2.2212404935533962e-07,0.21,0.2310918249532111,1,0,FP,3사분면
53,205,621,205853.585523172,448718.165377999,205953.585523172,448618.165377999,1,0,0,8,1,0,1,14,49,0.0,0.0,152.56,40,79.18,5,53,49,48,37,54,0.48377581120944,0.516224188790561,0.488986784140969,0.511013215859031,5.914636395,0,0,0,450.0,0,0,0,0,0,0,0.1839138496307614,0.04784866,0.0024176531264509,4.884716848402181e-06,0.18,0.0828370095945836,1,0,FP,3사분면
58,252,2586,209253.585523172,449418.165377999,209353.585523172,449318.165377999,0,0,0,0,0,0,0,1,4,0.0,0.0,0.0,0,495.07,4,105,176,129,78,114,0.461629279811098,0.538370720188902,0.45,0.55,14.777867335,0,0,0,0.0,0,0,0,0,0,0,0.4374496673669469,0.70914054,0.5544267375307756,6.961002340735885e-05,0.43,0.4262173108180883,1,0,FP,1사분면
62,263,555,205753.585523172,449518.165377999,205853.585523172,449418.165377999,0,0,1,0,2,0,0,0,15,0.0,0.0,157.08,5,151.49,6,113,132,125,130,122,0.472704714640198,0.527295285359801,0.469820554649266,0.530179445350734,14.06252783,1,0,0,0.0,0,0,0,0,0,0,0.339765697945845,0.19669425,0.2003035859933888,0.0029037264121856,0.32,0.2119334530453205,1,0,FP,1사분면
63,265,566,205753.585523172,448418.165377999,205853.585523172,448318.165377999,0,0,0,3,1,0,0,2,71,0.0,0.0,111.38,64,54.25,6,94,70,41,85,58,0.519362186788155,0.480637813211845,0.526645768025078,0.473354231974922,7.659366895,0,0,0,80.0,0,0,0,0,0,0,0.2146963993930905,0.04028206,0.0013080085525646,4.389267355505667e-06,0.2,0.0912581713347778,1,0,FP,3사분면
64,266,567,205753.585523172,448318.165377999,205853.585523172,448218.165377999,0,2,3,7,2,0,0,7,39,0.0,0.0,147.07,32,73.93,5,120,82,115,96,61,0.502439024390244,0.497560975609756,0.503597122302158,0.496402877697842,10.730092575,0,0,0,8.0,0,0,0,0,0,0,0.2890284586056645,0.08127713,0.000147297214529,1.0497824295862985e-05,0.29,0.1320926771357582,1,0,FP,1사분면
68,279,568,205753.585523172,448218.165377999,205853.585523172,448118.165377999,1,4,2,6,5,0,0,3,5,0.0,0.0,8585.5,0,1118.44,4,218,169,147,169,124,0.485102420856611,0.514897579143389,0.478087649402391,0.52191235059761,18.73840557,0,0,0,9.0,0,0,0,0,0,0,0.3168504901960784,0.07966293,0.0510712022371985,0.0010612873862242,0.21,0.1317291812629152,1,0,FP,2사분면
71,290,449,205553.585523172,448518.165377999,205653.585523172,448418.165377999,0,1,2,2,1,0,0,4,47,0.0,0.0,135.64,39,73.07,3,57,75,33,46,43,0.470031545741325,0.529968454258675,0.495689655172414,0.504310344827586,5.530795685,0,1,0,0.0,0,0,0,0,0,0,0.1367340686274509,0.022242766,0.0006737146391291,4.066598223837518e-07,0.11,0.0539301911600146,1,0,FP,3사분면
73,315,2524,209153.585523172,449818.165377999,209253.585523172,449718.165377999,0,3,0,10,4,0,0,11,26,0.0,0.0,145.87,5,109.78,10,45,61,34,36,41,0.513513513513513,0.486486486486487,0.492890995260663,0.507109004739337,5.16440228,0,1,0,32.0,0,0,0,0,0,0,0.1514943888312513,0.07441209,0.0022464901171289,1.3876563122116929e-05,0.11,0.0676333696155985,1,0,FP,3사분면
74,316,2525,209153.585523172,449718.165377999,209253.585523172,449618.165377999,0,1,2,3,3,0,2,4,15,0.0,0.0,223.45,6,160.93,4,45,77,55,39,63,0.464019851116625,0.535980148883375,0.456140350877193,0.543859649122807,7.031263915,0,1,0,0.0,0,0,0,0,0,0,0.1535232843137254,0.19187534,0.000597625579648,0.000111364191542,0.13,0.0952215225278595,1,0,FP,3사분면
76,327,2528,209153.585523172,449418.165377999,209253.585523172,449318.165377999,0,7,1,3,1,0,0,2,4,0.0,0.0,0.0,0,704.73,3,139,247,184,91,162,0.467532467532468,0.532467532467533,0.464493597206053,0.535506402793946,20.151637275,0,0,0,0.0,0,0,0,0,0,0,0.2655352766106442,0.04800025,0.009432920252894,3.941573680324583e-06,0.2,0.1045944776897802,1,0,FP,2사분면
84,394,2470,209053.585523172,449418.165377999,209153.585523172,449318.165377999,0,0,0,1,2,0,0,4,2,342.354838709677,195.709677419355,3350.0,0,1027.64,1,61,95,84,35,57,0.414529914529915,0.585470085470085,0.408571428571429,0.591428571428571,8.16533874,0,0,0,0.0,0,0,0,0,0,0,0.406998424369748,0.29209983,0.4303488987390838,0.0218673128737604,0.47,0.3242628938942113,1,0,FP,4사분면
86,398,2466,209053.585523172,449818.165377999,209153.585523172,449718.165377999,0,1,1,3,2,0,0,5,26,136.645161290323,22.8387096774194,333.32,12,110.16,2,57,88,90,51,43,0.496567505720824,0.503432494279176,0.485119047619048,0.514880952380952,7.624472285,0,0,0,127.0,0,0,0,0,0,0,0.2892216788322868,0.41276962,0.1683439792874004,0.0006007069817704,0.28,0.2301871961503269,1,0,FP,4사분면
89,409,2473,209053.585523172,449118.165377999,209153.585523172,449018.165377999,0,0,0,0,4,0,0,3,1,0.0,0.0,0.0,0,1045.16,1,47,97,109,40,50,0.467065868263473,0.532934131736527,0.452316076294278,0.547683923705722,8.741099805,0,0,0,0.0,0,0,0,0,0,0,0.2649185924369748,0.17137532,0.0587220747400617,0.0046523176509478,0.23,0.1459336608379342,1,0,FP,4사분면
94,461,2414,208953.585523172,449218.165377999,209053.585523172,449118.165377999,0,1,0,3,2,0,0,0,2,197.483870967742,151.193548387097,0.0,0,474.99,2,44,59,89,34,41,0.494949494949495,0.505050505050505,0.486013986013986,0.513986013986014,6.90913278,0,0,0,0.0,0,0,0,0,0,0,0.1939390947330221,0.009612166,4.112219487859205e-06,1.5049587426309018e-10,0.17,0.0747110746851547,1,0,FP,3사분면
95,463,2412,208953.585523172,449418.165377999,209053.585523172,449318.165377999,0,8,4,2,6,0,0,4,5,0.0,0.0,1584.0,0,535.48,4,27,131,149,40,65,0.467768595041322,0.532231404958678,0.486081370449679,0.513918629550321,10.555619525,0,1,0,0.0,0,0,0,0,0,0,0.2586353291316526,0.06335483,0.0066817377235305,0.0001091188419986,0.31,0.1277562026321617,1,0,FP,1사분면
98,466,2411,208953.585523172,449518.165377999,209053.585523172,449418.165377999,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0,472.31,4,79,234,261,79,129,0.489938757655293,0.510061242344707,0.473995271867612,0.526004728132388,19.942269615,1,0,0,26.0,0,0,0,0,0,0,0.206578256302521,0.1586599,0.0812820277633201,0.0076159643209019,0.24,0.1388272307163958,1,0,FP,1사분면
104,526,2359,208853.585523172,448918.165377999,208953.585523172,448818.165377999,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0,602.25,1,25,60,103,50,26,0.487244897959184,0.512755102040816,0.489655172413793,0.510344827586207,6.83934356,0,0,0,0.0,0,0,0,0,0,0,0.1247125933706816,0.03899375,7.798753954288049e-05,1.7119991680838406e-05,0.07,0.0467602901338894,1,0,FP,3사분면
105,529,2354,208853.585523172,449418.165377999,208953.585523172,449318.165377999,0,0,0,0,0,0,1,0,5,0.0,0.0,0.0,0,430.0,5,83,297,335,86,149,0.496473906911143,0.503526093088858,0.50523311132255,0.49476688867745,24.74027849,0,0,0,0.0,0,0,0,0,0,0,0.1975840336134453,0.034196936,0.0022538971751441,4.645632172808971e-06,0.21,0.0888079024029688,1,0,FP,2사분면
106,530,2355,208853.585523172,449318.165377999,208953.585523172,449218.165377999,0,0,0,1,0,0,0,0,2,0.0,0.0,5037.6,0,836.41,2,44,158,229,98,89,0.510917030567686,0.489082969432314,0.515021459227468,0.484978540772532,15.98173138,0,0,0,140.0,0,0,0,0,0,0,0.3701418067226891,0.47713783,0.4005343660812367,1.3296115707636077e-05,0.38,0.3255654605506656,1,0,FP,1사분면
107,532,2353,208853.585523172,449518.165377999,208953.585523172,449418.165377999,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0,510.73,1,21,85,54,11,47,0.466019417475728,0.533980582524272,0.463709677419355,0.536290322580645,5.391217245,0,0,0,0.0,0,0,0,0,0,0,0.1321746907278116,0.098778166,0.0155464115823807,0.0002576842663492,0.13,0.0753513904906814,1,0,FP,3사분면
108,541,2244,208653.585523172,448818.165377999,208753.585523172,448718.165377999,0,4,2,7,5,0,0,2,4,0.0,0.0,46623.9,0,10472.35,4,207,205,248,438,125,0.469660194174757,0.530339805825243,0.466268146883006,0.533731853116994,28.75315864,0,0,0,0.0,0,0,0,0,0,0,0.2979910714285713,0.09273182,0.0040511876516623,3.2589448256816503e-06,0.32,0.142955467316369,1,0,FP,1사분면
109,542,2245,208653.585523172,448718.165377999,208753.585523172,448618.165377999,0,0,0,2,0,0,0,0,3,0.0,0.0,46623.9,0,10472.35,3,114,107,100,66,64,0.478325859491779,0.521674140508221,0.476082004555809,0.523917995444191,11.672247045,0,0,0,518.0,0,0,0,0,0,0,0.462797619047619,0.60768896,0.0547437102997564,0.0022975900854321,0.35,0.2955055765692093,1,0,FP,1사분면
110,544,2243,208653.585523172,448918.165377999,208753.585523172,448818.165377999,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0,602.25,1,37,54,102,36,37,0.475124378109453,0.524875621890547,0.493197278911565,0.506802721088435,7.01381661,0,0,0,191.0,0,0,0,0,0,0,0.128875015915457,0.013056073,0.0012615365261722,2.48474959196344e-07,0.09,0.0466385748508763,1,0,FP,3사분면
111,545,2240,208653.585523172,449218.165377999,208753.585523172,449118.165377999,0,15,8,7,7,0,2,4,4,0.0,0.0,2391.9,1,417.96,1,42,103,146,55,64,0.489256198347107,0.510743801652893,0.478070175438596,0.521929824561403,10.555619525,1,0,0,25.0,0,0,0,0,0,0,0.3450958508403361,0.15346438,0.1120176635391709,2.6502847904135075e-05,0.26,0.1741208788307666,1,0,FP,1사분면
112,546,2241,208653.585523172,449118.165377999,208753.585523172,449018.165377999,0,0,0,1,0,0,0,0,3,0.0,0.0,4530.8,0,370.48,2,43,122,170,66,76,0.465638148667602,0.534361851332398,0.455426356589147,0.544573643410853,12.439928465,0,0,0,0.0,0,0,0,0,0,0,0.3684655112044818,0.1889504,0.0034403159220904,0.0218971182291508,0.33,0.1825506699761052,1,0,FP,1사분면
113,596,2300,208753.585523172,449018.165377999,208853.585523172,448918.165377999,0,2,4,5,4,0,0,0,5,145.290322580645,56.8387096774194,0.0,0,466.69,4,108,253,307,79,148,0.493545937737282,0.506454062262718,0.497435897435897,0.502564102564103,22.978100685,0,0,0,0.0,0,0,0,0,0,0,0.236922268907563,0.07263311,0.0001372045535787,4.92412389685989e-10,0.27,0.1159385167880672,1,0,FP,1사분면
114,598,2298,208753.585523172,449218.165377999,208853.585523172,449118.165377999,0,4,0,3,3,0,0,0,7,43.9354838709677,296.516129032258,139.0,0,351.4,6,93,236,306,94,148,0.471814671814672,0.528185328185328,0.470343392299688,0.529656607700312,22.594259975,0,0,0,0.0,0,0,0,0,0,0,0.2558167016806723,0.015979398,0.0001295504262083,1.1414906428372871e-06,0.28,0.1103853583278974,1,0,FP,1사분면
115,599,2299,208753.585523172,449118.165377999,208853.585523172,449018.165377999,0,0,0,1,0,0,0,0,3,0.0,0.0,39775.0,0,509.08,2,43,112,168,54,63,0.494029850746269,0.505970149253731,0.490644490644491,0.509355509355509,11.68969435,0,0,0,0.0,0,0,0,0,0,0,0.2129464285714286,0.046760198,0.0018536659533426,0.0005390215053642,0.18,0.0884198627518015,1,0,FP,2사분면
116,602,2182,208553.585523172,449218.165377999,208653.585523172,449118.165377999,0,3,2,3,3,0,1,4,4,413.483870967742,93.5806451612903,0.0,0,374.13,4,35,83,127,42,58,0.495164410058027,0.504835589941973,0.48974358974359,0.51025641025641,9.020256685,0,0,0,50.0,0,0,0,0,0,0,0.2340418806411453,0.07942852,0.0723962696659933,4.686786003594723e-06,0.24,0.1251742706842954,1,0,FP,4사분면
118,605,2181,208553.585523172,449318.165377999,208653.585523172,449218.165377999,0,0,0,1,0,0,0,0,8,0.0,0.0,196.56,0,366.92,8,48,164,194,45,94,0.495608531994981,0.504391468005019,0.492730210016155,0.507269789983845,13.905502085,0,0,0,0.0,0,0,0,0,0,0,0.2305716036414565,0.040961612,0.0009326082403613,1.8096945459030047e-06,0.23,0.1004935267184652,1,0,FP,1사분면
119,612,2188,208553.585523172,448618.165377999,208653.585523172,448518.165377999,0,0,1,1,1,0,0,0,3,0.0,0.0,46623.9,0,10472.35,3,110,119,91,75,71,0.489520958083832,0.510479041916168,0.468181818181818,0.531818181818182,11.65479974,0,0,0,0.0,0,0,0,0,0,0,0.1592678847854931,0.021032618,3.380060800497304e-05,1.271438542588107e-06,0.15,0.0660671150381543,1,0,FP,2사분면
120,614,2186,208553.585523172,448818.165377999,208653.585523172,448718.165377999,0,1,0,0,3,0,0,0,2,0.0,0.0,50353.65,0,9695.17,2,110,154,117,75,97,0.461949265687583,0.538050734312417,0.446691176470588,0.553308823529412,13.068031445,0,0,0,0.0,0,0,0,0,0,0,0.3322632177871147,0.42785922,0.5019697251420198,0.0079490869838483,0.32,0.318008249368293,1,0,FP,1사분면
121,616,2184,208553.585523172,449018.165377999,208653.585523172,448918.165377999,0,8,4,3,10,0,1,3,3,0.0,0.0,0.0,0,612.9,1,20,40,84,46,30,0.469135802469136,0.530864197530864,0.504201680672269,0.495798319327731,5.65292682,1,0,0,0.0,0,0,0,0,0,0,0.3631966601659407,0.1483234,0.0196684427273989,9.57558973866102e-07,0.4,0.1862378924522104,1,0,FP,4사분면
122,617,2185,208553.585523172,448918.165377999,208653.585523172,448818.165377999,0,0,0,0,0,0,0,0,5,0.0,0.0,40670.03,0,5413.3,3,141,170,149,102,119,0.481081081081081,0.518918918918919,0.488584474885845,0.511415525114155,16.138757125,0,1,0,0.0,0,0,0,0,0,0,0.3627078956582632,0.1465933,0.1197941003858367,0.0210136081594533,0.42,0.214021781338376,1,0,FP,1사분면
125,656,2239,208653.585523172,449318.165377999,208753.585523172,449218.165377999,0,2,1,0,2,1,0,6,11,0.0,0.0,296.21,1,241.75,6,55,148,227,57,77,0.488179669030733,0.511820330969267,0.477165354330709,0.522834645669291,14.76042003,1,1,0,0.0,0,0,0,0,0,0,0.2914582659987072,0.096506,0.2714096816803497,6.504821367946779e-06,0.31,0.1938760904131098,1,0,FP,1사분면
127,672,2127,208453.585523172,448918.165377999,208553.585523172,448818.165377999,0,1,0,0,0,0,0,0,2,0.0,0.0,54083.4,0,8917.99,2,116,171,98,88,103,0.476253298153034,0.523746701846966,0.472854640980735,0.527145359019265,13.22505719,1,0,0,22.0,0,0,0,0,0,0,0.3217655812324929,0.26247594,0.0368927030444838,0.0279249455129723,0.38,0.2058118334789706,1,0,FP,1사분면
128,673,2124,208453.585523172,449218.165377999,208553.585523172,449118.165377999,0,5,0,3,4,0,1,2,6,0.0,0.0,466.0,2,203.35,2,27,93,100,35,58,0.526881720430108,0.473118279569892,0.536516853932584,0.463483146067416,8.112996825,1,0,0,79.0,0,0,0,0,0,0,0.3219042446524064,0.24756508,0.038951664598451,0.0024057253615735,0.33,0.1881653420735101,1,0,FP,4사분면
130,676,2123,208453.585523172,449318.165377999,208553.585523172,449218.165377999,0,0,0,1,0,0,0,0,3,9.16129032258065,36.0645161290323,0.0,0,867.68,3,108,272,411,152,163,0.481189320388349,0.518810679611651,0.478943022295624,0.521056977704377,28.75315864,0,0,0,0.0,0,0,0,0,0,0,0.3498803688141924,0.38127372,0.0900105374218575,0.0006353028013274,0.38,0.2403599851451066,1,0,FP,1사분면
132,686,2129,208453.585523172,448718.165377999,208553.585523172,448618.165377999,0,2,0,3,4,0,0,3,4,0.0,0.0,38950.03,0,5708.02,3,91,128,94,65,86,0.484076433121019,0.515923566878981,0.468888888888889,0.531111111111111,10.95690754,0,2,0,0.0,0,0,0,0,0,0,0.2824860067459585,0.12013929,0.2506866328197685,0.0022778779823241,0.31,0.1931179621841364,1,0,FP,1사분면
134,724,2052,208353.585523172,450618.165377999,208453.585523172,450518.165377999,0,0,0,4,3,0,0,7,33,0.0,0.0,221.43,10,118.72,21,100,108,91,84,72,0.479270315091211,0.520729684908789,0.475972540045767,0.524027459954233,10.520724915,0,0,0,0.0,0,0,0,0,0,0,0.3823813900560223,0.41652992,0.0658794647780962,0.008770618831173,0.42,0.2587122794685472,1,0,FP,1사분면
135,729,2049,208353.585523172,450918.165377999,208453.585523172,450818.165377999,1,0,0,1,2,0,0,0,43,0.0,0.0,175.41,23,95.67,20,94,101,54,72,68,0.486761710794297,0.513238289205703,0.494475138121547,0.505524861878453,8.566626755,0,0,0,0.0,0,0,0,0,0,0,0.1462316176470588,0.007225865,2.709149829284663e-06,0.0028948669838853,0.11,0.0532710117626594,1,0,FP,3사분면
137,736,2056,208353.585523172,450218.165377999,208453.585523172,450118.165377999,0,2,0,0,0,0,0,0,23,0.0,0.0,326.86,8,175.2,15,82,99,73,92,71,0.493358633776091,0.506641366223909,0.502551020408163,0.497448979591837,9.194729735,0,0,0,0.0,0,0,0,0,0,0,0.1414784663865546,0.014322146,9.664065532610397e-05,5.15312343014761e-06,0.19,0.0691804812014653,1,0,FP,3사분면
138,738,2070,208353.585523172,448818.165377999,208453.585523172,448718.165377999,1,7,5,0,4,0,0,3,3,0.0,0.0,40262.07,0,6815.39,3,146,209,149,124,154,0.488636363636364,0.511363636363636,0.485161290322581,0.514838709677419,18.42435408,0,0,0,0.0,0,0,0,0,0,0,0.2982405462184874,0.14830321,0.0034629984536226,8.420723883152737e-08,0.34,0.158001367922934,1,0,FP,1사분면
139,739,2071,208353.585523172,448718.165377999,208453.585523172,448618.165377999,0,0,0,0,0,0,0,1,3,0.0,0.0,54110.2,0,6240.67,2,85,136,98,62,77,0.4816,0.5184,0.460526315789474,0.539473684210526,10.904565625,1,0,0,750.0,0,0,0,0,0,0,0.447079977824463,0.47491384,0.1698019691006585,0.0009009823084984,0.42,0.3025393529518265,1,0,FP,1사분면
